year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2019,Volvo,XC40,114777.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11094,10.8,8.7,2.4,4.0,Inline,4
2019,Infiniti,QX60,73908.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,33319,12.5,9.0,2.4,6.0,V-Engine,2
2015,BMW,X3,171508.0,SUV,Automatic,4X4,black,black,5,4,diesel,21733,10.8,8.7,2.4,4.0,Inline,2
2023,Ford,Explorer,250.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,26052,11.7,8.6,2.3,4.0,Inline,4
2014,Audi,A4,137959.0,Sedan,CVT,FWD,white,black,5,4,gasoline,8196,8.6,6.2,2.4,4.0,Inline,3
2017,Jaguar,XE,61000.0,Sedan,Automatic,4X4,silver,black,5,4,diesel,30826,10.8,8.7,2.4,4.0,Inline,1
2018,Nissan,Murano,61315.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,28376,11.2,8.4,2.4,6.0,V-Engine,2
2019,Mercedes-Benz,GLC,75000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,46705,11.0,8.7,2.4,4.0,Inline,1
2023,Honda,CR-V,6839.0,SUV,CVT,4X4,black,black,5,4,gasoline,44464,8.7,7.4,2.4,4.0,Inline,2
2017,Mercedes-Benz,C-Class,71841.0,Sedan,Automatic,4X4,white,red,5,4,gasoline,11554,10.8,8.7,2.4,6.0,Inline,4
2012,GMC,Yukon,192500.0,SUV,Automatic,4X4,brown,black,5,4,gasoline,9745,10.8,8.7,2.4,4.0,Inline,2
2023,Jeep,Grand,250.0,SUV,Automatic,4X4,white,black,5,4,gasoline,84215,12.3,9.2,3.6,6.0,V-Engine,2
2023,Infiniti,QX80,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,61680,17.5,12.2,2.4,8.0,Inline,3
2014,Kia,Sorento,186573.0,SUV,Automatic,FWD,black,black,5,4,gasoline,13683,10.4,7.1,2.4,4.0,Other,1
2023,Jeep,Wrangler,90.0,SUV,Automatic,4X4,gray,black,5,4,hybrid,46707,11.6,11.9,2.0,4.0,V-Engine,3
2023,BMW,X6,90.0,SUV,Automatic,4X4,black,black,5,2,gasoline,121149,14.7,10.9,4.4,8.0,Inline,1
2018,Chrysler,300,80339.0,Sedan,Automatic,RWD,black,black,5,4,gasoline,22530,12.4,7.8,3.6,6.0,V-Engine,3
2022,Kia,Carnival,70001.0,Van,Automatic,FWD,black,gray,8,4,gasoline,16557,12.0,8.9,2.4,6.0,V-Engine,4
2016,McLaren,675LT,3850.0,Coupe,Automatic,4X4,gray,black,5,4,gasoline,202118,10.8,8.7,2.4,8.0,Inline,3
2017,Dodge,Journey,185131.0,SUV,Automatic,FWD,metallic,black,5,4,gasoline,16681,14.2,9.5,2.4,6.0,Inline,2
2021,Honda,Civic,16800.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,29886,7.9,6.1,2.0,4.0,Inline,2
2012,Mazda,Mazda2,104000.0,Hatchback,Automatic,FWD,green,black,5,4,gasoline,10776,10.8,8.7,1.5,4.0,Other,2
2019,Honda,Civic,103084.0,Sedan,CVT,FWD,black,black,5,4,gasoline,9996,7.9,6.1,2.4,4.0,Inline,4
2018,Audi,S5,74235.0,Sedan,Automatic,4X4,black,red,5,4,gasoline,25586,11.5,8.0,2.4,6.0,V-Engine,3
2017,Mercedes-Benz,E-Class,61900.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,40850,10.8,8.1,2.0,4.0,Inline,2
2016,Ford,Edge,83400.0,SUV,Automatic,4X4,white,black,5,4,gasoline,20873,10.8,8.7,2.4,4.0,Inline,2
2023,Ford,Bronco,15.0,SUV,Automatic,4X4,black,black,5,4,gasoline,34467,9.3,8.4,1.5,4.0,Other,3
2023,Alfa Romeo,Romeo,65.0,Sedan,Automatic,4X4,red,black,5,4,gasoline,43890,10.5,7.7,2.4,4.0,Inline,3
2019,Jeep,Compass,36819.0,SUV,Automatic,FWD,white,black,5,4,gasoline,25646,10.5,7.449999999999999,2.4,4.0,Inline,2
2012,Ford,F-150,227000.0,Truck,Automatic,4X4,white,black,5,4,gasoline,16709,10.8,8.7,2.4,4.0,Inline,2
2005,Ford,Excursion,58670.0,SUV,Automatic,4X4,black,black,7,4,diesel,58118,10.8,8.7,2.4,8.0,Inline,1
2018,Jeep,Grand,22873.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,26277,12.7,9.6,2.4,6.0,V-Engine,3
2018,Tesla,Model,86229.0,Sedan,Automatic,4X4,white,black,5,4,electric,79959,0.0,8.7,0.0,0.0,Electric,2
2019,Volkswagen,Passat,122108.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,21057,9.3,6.5,2.4,4.0,Inline,1
2018,Mercedes-Benz,GLC300,99000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,36974,11.1,8.6,2.4,4.0,Inline,2
2020,BMW,X3,69417.0,SUV,Automatic,4X4,black,black,5,2,gasoline,45175,10.0,8.2,2.0,4.0,Inline,2
2021,Porsche,Taycan,8863.0,Wagon,Automatic,4X4,black,black,5,4,electric,159287,0.0,8.7,0.0,0.0,Electric,2
2023,Chevrolet,Silverado,35.0,Truck,Automatic,4X4,black,black,5,4,gasoline,70647,16.7,14.0,6.2,8.0,Inline,1
2017,Ford,Mustang,29214.0,Coupe,Manual,RWD,white,black,4,2,gasoline,39432,17.2,11.3,5.2,8.0,Inline,2
2019,Volvo,XC90,80225.0,SUV,Automatic,4X4,black,black,5,2,gasoline,14357,10.8,8.7,2.4,4.0,Inline,4
2023,Volvo,S60,90.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,70378,10.8,8.7,2.4,4.0,Inline,2
2022,Tesla,Model,13200.0,Sedan,Automatic,4X4,blue,black,5,4,electric,75610,0.0,8.7,0.0,0.0,Electric,2
2018,Subaru,Forester,73100.0,SUV,CVT,4X4,red,black,5,4,gasoline,11468,10.8,8.7,2.4,4.0,Inline,4
2016,Mazda,CX-5,220000.0,SUV,Automatic,FWD,white,black,5,4,gasoline,12115,9.0,6.8,2.4,4.0,Inline,3
2015,Dodge,Grand,113000.0,Van,Automatic,FWD,metallic,black,7,4,gasoline,5512,13.7,9.4,2.4,6.0,V-Engine,4
2019,Volkswagen,E-Golf,44976.0,Hatchback,Automatic,FWD,gray,black,5,2,electric,13407,0.0,8.7,0.0,0.0,Electric,4
2011,Mazda,Mazda3,200021.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,8070,8.399999999999999,5.95,2.0,4.0,Inline,2
2022,Ford,F-150,250.0,Truck,Automatic,4X4,black,black,5,4,gasoline,69642,14.8,10.9,5.0,8.0,V-Engine,2
2018,Porsche,718,17173.0,Convertible,Automatic,RWD,gray,gray,2,2,gasoline,86012,10.8,8.7,2.5,4.0,Other,2
2018,Mercedes-Benz,GLE,119000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,45110,13.5,10.3,3.0,6.0,V-Engine,2
2023,Chevrolet,Silverado,35.0,Truck,Automatic,4X4,black,black,5,4,gasoline,48173,16.7,12.7,6.2,8.0,Inline,3
2023,Ford,Bronco,15.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,46722,13.6,12.3,2.7,6.0,V-Engine,2
2018,Honda,Civic,111308.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,16327,7.8,6.0,2.0,4.0,Other,3
2017,Ferrari,California,12797.0,Convertible,Automatic,RWD,blue,red,5,2,gasoline,272492,14.7,10.2,2.4,8.0,Inline,1
2020,Mercedes-Benz,GLE,41000.0,SUV,Automatic,4X4,blue,beige,5,4,gasoline,71543,12.1,8.8,2.4,4.0,Inline,1
2023,Jeep,WRANGLER,12.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,25444,10.8,8.7,3.6,6.0,V-Engine,4
2023,Hyundai,Elantra,235.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,23795,8.4,6.6,2.4,4.0,Inline,3
2023,Cadillac,XT4,10.0,SUV,Automatic,4X4,white,black,5,4,gasoline,58090,10.9,8.2,2.4,4.0,Inline,1
2022,Honda,CR-V,19693.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,27937,8.7,7.4,1.5,4.0,Inline,3
2023,Jeep,Compass,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,47480,10.8,8.7,2.0,4.0,Inline,2
2018,Audi,A5,90000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,32780,10.8,8.7,2.4,4.0,Inline,2
2023,Mazda,CX-9,6583.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,54970,11.6,9.1,2.5,4.0,Inline,2
2019,Audi,SQ5,54509.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,53327,12.7,10.0,3.0,6.0,V-Engine,2
2016,Kia,Sorento,58000.0,SUV,Automatic,4X4,gray,black,5,3,gasoline,18623,10.8,8.7,2.4,4.0,Inline,2
2023,MINI,Cooper,6012.0,SUV,Automatic,4X4,black,black,5,4,gasoline,55292,10.4,7.5,2.4,4.0,Inline,1
2015,BMW,435i,103339.0,Convertible,Automatic,4X4,black,black,4,2,gasoline,34494,12.1,8.1,2.4,6.0,Inline,2
2021,Acura,TLX,7259.0,Sedan,Automatic,4X4,white,beige,5,2,gasoline,51317,11.2,8.0,2.0,4.0,Inline,1
2020,Volvo,XC60,28066.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,50206,10.8,8.7,2.4,4.0,Inline,2
2022,Porsche,Cayenne,10248.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,133628,15.8,12.3,2.4,8.0,Inline,1
2020,Porsche,Macan,44211.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,39078,12.9,10.2,2.4,6.0,V-Engine,3
2017,Audi,A3,42392.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,24073,10.8,8.7,2.0,4.0,V-Engine,2
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,66944,13.1,10.0,2.4,6.0,V-Engine,1
2014,Honda,Civic,124000.0,Sedan,Automatic,FWD,white,gray,5,4,gasoline,14687,6.7,5.0,1.8,4.0,Other,2
2020,Mercedes-Benz,C300,74500.0,Convertible,Automatic,4X4,blue,black,5,2,gasoline,47156,11.3,8.1,2.4,4.0,Inline,2
2017,Hyundai,Santa,50796.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,24753,12.5,9.6,2.4,4.0,Inline,2
2020,Porsche,Cayenne,41502.0,SUV,Automatic,4X4,black,black,5,4,gasoline,92295,12.5,10.0,2.4,6.0,V-Engine,2
2018,Hyundai,Sonata,74374.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,21217,9.8,6.9,2.4,4.0,Inline,2
2023,Kia,Seltos,50.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,30238,8.8,7.6,2.0,4.0,Inline,2
2019,Audi,A4,86012.0,Sedan,Automatic,4X4,gray,gray,5,4,gasoline,20003,10.35,7.5,2.4,4.0,Inline,3
2018,Acura,MDX,94862.0,SUV,Automatic,4X4,black,black,7,4,gasoline,9586,12.6,9.0,2.4,4.0,Other,4
2023,Hyundai,Kona,66.0,SUV,Automatic,FWD,gray,black,5,4,electric,52308,0.0,8.7,0.0,0.0,Electric,1
2020,Infiniti,Q50,37847.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,20082,12.5,8.7,3.0,6.0,V-Engine,3
2023,Jeep,Wrangler,18.0,SUV,Automatic,4X4,white,black,5,4,hybrid,63298,11.6,11.9,0.0,0.0,Electric,2
2018,BMW,M550i,93000.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,27573,10.8,8.7,2.4,4.0,Inline,3
2022,Jeep,Wagoneer,0.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,63351,10.8,8.7,2.4,8.0,Inline,3
2018,Dodge,Grand,123176.0,Van,Automatic,FWD,black,black,7,4,gasoline,7489,13.7,9.4,2.4,6.0,V-Engine,4
2023,Nissan,Pathfinder,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,57303,11.6,9.2,2.4,6.0,V-Engine,2
2018,BMW,4,58000.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,36284,10.2,7.2,2.4,4.0,Inline,2
2020,Ford,Fusion,59350.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,32084,5.5,5.7,2.4,4.0,Inline,1
2022,Ford,F-150,12150.0,Truck,Automatic,4X4,black,black,5,4,electric,75380,0.0,8.7,2.4,0.0,Electric,1
2020,Audi,Q5,67995.0,SUV,Automatic,4X4,black,black,5,2,gasoline,26588,10.7,8.4,2.4,4.0,Inline,3
2019,Honda,CR-V,62148.0,SUV,CVT,4X4,metallic,black,5,4,gasoline,35429,8.7,7.2,1.5,4.0,Inline,1
2021,Subaru,Crosstrek,36758.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,33447,8.5,7.0,2.4,4.0,Inline,2
2021,BMW,X5,53500.0,SUV,Automatic,4X4,blue,brown,7,4,hybrid,80011,11.4,9.2,2.4,6.0,Inline,1
2023,Jeep,Compass,8.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,53925,10.8,8.7,2.0,4.0,Inline,1
2018,Mercedes-Benz,GLC,43718.0,SUV,Automatic,4X4,white,black,5,4,gasoline,11782,11.1,8.6,2.4,4.0,Inline,4
2005,Audi,A6,122000.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,6111,13.6,9.3,2.4,8.0,V-Engine,2
2019,Hyundai,Tucson,34120.0,SUV,Automatic,4X4,black,black,5,4,gasoline,18595,10.8,9.2,2.4,4.0,Inline,3
2018,Ford,F-150,111123.0,Truck,Automatic,4X4,black,black,5,4,gasoline,25389,14.2,10.4,2.4,6.0,V-Engine,3
2018,Mercedes-Benz,C-Class,41000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,42244,11.8,8.8,2.4,6.0,V-Engine,2
2020,Volvo,XC60,47090.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,54687,10.8,8.7,2.4,4.0,Inline,1
2019,Mercedes-Benz,CLA-Class,75114.0,Sedan,Automatic,4X4,white,black,4,4,gasoline,10136,9.9,7.3,2.0,4.0,Other,4
2017,BMW,X1,126000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,25795,10.5,7.4,2.0,4.0,Other,2
2023,Jeep,Grand,18.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,94744,12.3,9.2,3.6,6.0,V-Engine,1
2015,BMW,X5,136000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,7017,13.0,8.9,3.0,4.0,Other,4
2021,Honda,CR-V,6318.0,SUV,CVT,4X4,silver,black,5,4,gasoline,37321,8.7,7.4,1.5,4.0,Inline,2
2010,Subaru,Forester,156000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11534,10.4,7.7,2.4,4.0,Inline,1
2023,Jeep,Wrangler,14.0,SUV,Automatic,4X4,black,black,5,4,gasoline,63933,11.5,9.9,2.0,4.0,Inline,2
2021,Mazda,CX-30,25458.0,SUV,Automatic,FWD,black,black,5,4,gasoline,36945,9.3,7.1,2.4,4.0,Inline,1
2019,Audi,A3,22656.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,31338,10.9,7.9,2.0,4.0,Other,2
2021,Kia,Sorento,18575.0,SUV,Automatic,4X4,blue,black,5,2,gasoline,42424,11.1,8.4,2.5,4.0,Inline,2
2020,Tesla,Model,41235.0,Sedan,Automatic,4X4,gray,beige,5,4,electric,17784,0.0,8.7,0.0,0.0,Electric,4
2021,Mazda,CX-30,51318.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,23661,9.9,7.7,2.5,4.0,Inline,3
2019,Infiniti,Q50,99653.0,Sedan,Automatic,4X4,black,gray,5,4,gasoline,30261,12.4,8.7,3.0,6.0,V-Engine,2
2018,Mazda,CX-5,106134.0,SUV,Automatic,4X4,red,black,5,4,gasoline,28623,9.8,7.9,2.4,4.0,Inline,2
2018,BMW,X1,100801.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,16818,10.7,7.5,2.4,4.0,Inline,3
2016,Hyundai,Azera,48750.0,Sedan,Automatic,FWD,silver,beige,5,4,gasoline,13672,11.8,8.1,3.3,6.0,V-Engine,3
2020,BMW,3,59000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,29280,9.5,6.9,2.4,4.0,Inline,3
2019,Ford,Transit,64512.0,SUV,Automatic,4X4,white,black,5,4,gasoline,64558,10.8,8.7,2.4,4.0,Inline,2
2018,Audi,RS,77266.0,Coupe,Automatic,4X4,black,black,4,2,gasoline,38675,10.8,8.7,2.4,6.0,V-Engine,3
2016,Hyundai,Tucson,93010.0,SUV,Automatic,FWD,red,black,5,4,gasoline,18177,10.1,7.6,2.0,4.0,V-Engine,2
2017,Porsche,911,73000.0,Convertible,Automatic,4X4,black,black,5,2,gasoline,147311,10.8,8.7,2.4,4.0,Inline,2
2023,Jeep,Wrangler,39.0,SUV,Automatic,4X4,black,black,5,4,gasoline,71056,11.5,9.9,2.0,4.0,Inline,1
2019,Nissan,Frontier,88300.0,Truck,Automatic,4X4,black,gray,5,4,gasoline,21055,15.8,11.5,4.0,4.0,Other,3
2018,Ford,F-150,212000.0,Truck,Automatic,RWD,white,gray,6,4,gasoline,40152,12.3,9.4,2.4,6.0,V-Engine,1
2017,Nissan,Rogue,189279.0,SUV,Automatic,FWD,white,black,5,4,gasoline,20519,9.2,7.0,2.5,4.0,Inline,2
2019,Audi,Q5,77311.0,SUV,Automatic,4X4,black,black,5,4,gasoline,36224,10.9,8.7,2.0,4.0,Inline,2
2018,Nissan,Qashqai,51538.0,SUV,CVT,4X4,black,black,5,2,gasoline,23425,9.0,7.5,2.0,4.0,Inline,2
2023,Cadillac,XT5,3.0,SUV,Automatic,4X4,silver,black,5,2,gasoline,61393,12.9,9.2,3.6,6.0,Inline,2
2023,Ford,Bronco,250.0,SUV,Automatic,4X4,black,black,5,4,gasoline,20356,9.3,8.4,1.5,3.0,Inline,4
2022,Mercedes-Benz,GLC,1438.0,SUV,Automatic,4X4,gray,beige,5,4,gasoline,68437,11.5,9.1,2.0,4.0,Inline,2
2019,Honda,Accord,59000.0,Sedan,CVT,FWD,gray,black,5,4,gasoline,22632,8.2,6.8,2.4,4.0,Inline,3
2022,Ford,Mustang,8201.0,SUV,Automatic,4X4,gray,black,5,4,electric,68682,0.0,8.7,0.0,0.0,Electric,2
2012,Nissan,Rogue,190000.0,SUV,Automatic,4X4,other,black,5,4,gasoline,6862,10.8,8.7,2.4,4.0,Inline,3
2015,Cadillac,ATS,150553.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,18289,11.5,8.5,2.0,4.0,Inline,1
2013,Subaru,Impreza,194505.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,5954,10.8,8.7,2.4,4.0,Inline,3
2015,Subaru,Impreza,134000.0,Hatchback,Manual,4X4,white,black,5,4,gasoline,6247,9.5,7.0,2.4,4.0,Inline,4
2007,Honda,CR-V,250000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,7279,10.8,8.7,2.4,4.0,Inline,2
2020,Subaru,Outback,24712.0,SUV,CVT,4X4,green,black,5,4,gasoline,15703,9.0,7.1,2.4,4.0,Inline,4
2019,Mercedes-Benz,GLC300,83000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,25870,11.0,8.7,2.4,4.0,Inline,3
2003,Acura,RSX,230098.0,Coupe,Manual,FWD,black,black,4,2,gasoline,6912,8.7,6.5,2.4,4.0,Inline,2
2018,BMW,3,73000.0,Sedan,Manual,4X4,black,red,5,4,gasoline,30932,10.8,8.7,2.4,6.0,Inline,2
2018,BMW,X4,74797.0,SUV,Automatic,4X4,silver,brown,5,4,gasoline,21011,11.8,8.6,2.4,4.0,Inline,3
2023,Ford,F-150,63.0,Truck,Automatic,4X4,white,black,5,4,gasoline,76753,13.5,10.2,2.4,6.0,V-Engine,2
2022,Jeep,Cherokee,15.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49214,10.8,8.7,3.2,6.0,V-Engine,2
2022,Nissan,Altima,7543.0,Sedan,Automatic,4X4,metallic,gray,5,4,gasoline,38602,9.3,6.7,2.4,4.0,Inline,1
2022,Hyundai,Elantra,9372.0,Sedan,CVT,FWD,blue,black,5,4,gasoline,33832,7.6,5.7,2.4,4.0,Inline,1
2021,Audi,SQ5,53790.0,SUV,Automatic,4X4,white,black,5,4,gasoline,57777,13.1,9.9,2.4,6.0,V-Engine,2
2017,Ferrari,F12berlinetta,7000.0,Coupe,Automatic,4X4,red,brown,2,2,gasoline,493046,10.8,8.7,2.4,4.0,Inline,1
2016,Hyundai,Sonata,128000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,17988,10.8,8.7,2.4,4.0,Inline,2
2019,Audi,A4,36648.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,33599,10.35,7.5,2.4,4.0,Inline,2
2017,Audi,A3,38820.0,Sedan,Automatic,4X4,blue,gray,5,4,gasoline,6375,9.7,7.5,2.4,4.0,Inline,4
2023,Mercedes-Benz,S580,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,212514,10.8,8.7,2.4,8.0,Inline,2
2022,Ford,Bronco,89.0,SUV,Automatic,4X4,yellow,black,5,4,gasoline,36625,13.45,13.0,2.7,4.0,Other,3
2017,Lamborghini,Aventador,16113.0,Coupe,Automatic,4X4,white,black,5,2,gasoline,297645,10.8,8.7,2.4,12.0,Inline,3
2022,Honda,CR-V,11226.0,SUV,CVT,4X4,black,black,5,4,gasoline,42643,8.7,7.4,1.5,4.0,Inline,1
2022,Jeep,Grand,2500.0,SUV,Automatic,4X4,white,black,5,4,hybrid,81571,10.8,8.7,2.0,4.0,Inline,2
2018,Infiniti,QX60,56771.0,SUV,CVT,4X4,black,black,5,4,gasoline,29963,12.5,9.0,3.5,6.0,Inline,2
2018,Infiniti,Q60,69722.0,Coupe,Automatic,4X4,black,gray,5,4,gasoline,11030,12.3,8.6,2.4,6.0,V-Engine,4
2022,Honda,Civic,5539.0,Sedan,CVT,FWD,gray,black,5,4,gasoline,39245,7.7,6.0,2.0,4.0,Inline,1
2016,Mazda,Mazda3,201000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,5326,7.95,5.75,2.4,4.0,Inline,4
2023,Mercedes-Benz,S500,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,120820,10.8,8.7,2.4,6.0,Inline,3
2018,Honda,CR-V,79068.0,SUV,CVT,4X4,blue,black,5,4,gasoline,29650,8.7,7.2,1.5,4.0,Inline,2
2019,Audi,S5,42000.0,Coupe,Automatic,4X4,black,red,5,4,gasoline,14419,11.3,8.0,2.4,6.0,V-Engine,4
2015,Nissan,LEAF,70181.0,Hatchback,Automatic,FWD,white,gray,5,4,electric,15564,0.0,8.7,0.0,0.0,Electric,2
2019,Mercedes-Benz,S560,61000.0,Sedan,Automatic,4X4,white,beige,5,4,gasoline,84322,10.8,8.7,4.0,4.0,Other,2
2019,Audi,A5,24675.0,Coupe,Automatic,4X4,black,black,5,4,gasoline,38086,10.0,7.0,2.0,4.0,Inline,2
2021,Kia,Sorento,26924.0,SUV,Automatic,4X4,green,black,6,2,gasoline,45221,11.1,8.4,2.4,4.0,Inline,1
2015,Porsche,Macan,109995.0,SUV,Automatic,4X4,white,black,5,4,gasoline,39594,10.8,8.7,2.4,6.0,V-Engine,2
2013,GMC,Terrain,170082.0,SUV,Automatic,FWD,blue,black,5,4,gasoline,11123,9.2,6.1,2.4,4.0,Other,2
2023,Volvo,XC60,50.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,25136,10.8,8.7,2.0,4.0,Inline,4
2018,BMW,340i,74880.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,43305,11.1,7.5,2.4,6.0,Inline,1
2016,Hyundai,Sonata,166000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,6453,9.4,6.5,2.4,4.0,Other,4
2021,Hyundai,Tucson,10605.0,SUV,Automatic,FWD,black,black,5,4,gasoline,13154,10.0,7.9,2.0,4.0,Inline,4
2015,Audi,Q5,181350.0,SUV,Automatic,4X4,gray,black,5,4,diesel,11716,10.0,7.5,2.4,6.0,V-Engine,3
2015,Honda,Civic,250000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,5817,10.8,8.7,2.4,4.0,Inline,4
2023,Mazda,Mazda3,99.0,Hatchback,Automatic,4X4,red,black,5,4,gasoline,35642,9.0,7.0,2.5,4.0,Inline,2
2013,Ford,Fusion,170000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,13084,10.8,8.7,2.4,4.0,Inline,1
2022,Jeep,Cherokee,100.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,50802,12.9,9.7,2.4,6.0,V-Engine,2
2019,Audi,S5,70084.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,54790,11.3,8.0,2.4,4.0,Other,1
2019,Porsche,Cayenne,55000.0,SUV,Automatic,4X4,gray,red,5,4,hybrid,20768,10.8,8.7,2.4,6.0,Inline,4
2023,Jeep,Grand,50.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,84659,12.3,9.2,3.6,6.0,V-Engine,2
2015,Honda,Odyssey,118283.0,Van,Automatic,FWD,white,gray,5,4,gasoline,22456,12.3,8.5,3.5,4.0,Other,2
2015,Jeep,Compass,142102.0,SUV,Automatic,4X4,white,black,5,4,gasoline,14235,11.4,8.7,2.4,4.0,Inline,2
2019,Mazda,CX-5,73400.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,29912,9.8,7.9,2.5,4.0,Inline,2
2023,Chevrolet,Equinox,0.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31308,9.9,7.9,1.5,4.0,Other,3
2011,GMC,SIERRA,226500.0,Truck,Automatic,RWD,red,black,5,2,gasoline,7246,10.8,8.7,6.0,4.0,Other,4
2015,MINI,Cooper,17127.0,Hatchback,Manual,4X4,black,black,5,2,gasoline,10274,9.5,7.7,1.6,4.0,Inline,3
2018,BMW,340i,74880.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,39394,11.1,7.5,2.4,6.0,Inline,2
2015,MINI,Cooper,161039.0,Hatchback,Automatic,FWD,black,black,4,2,gasoline,17884,10.8,8.7,2.4,4.0,Inline,1
2022,Mercedes-Benz,GLC,9000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,68309,11.5,9.1,2.4,4.0,Inline,2
2023,Ford,Escape,250.0,SUV,Automatic,4X4,black,black,5,4,gasoline,42476,10.8,8.7,2.4,4.0,V-Engine,2
2021,Hyundai,Santa,20000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,48107,11.0,8.5,2.4,4.0,Other,1
2023,Mazda,CX-9,100.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,53577,11.6,9.1,2.5,4.0,Inline,2
2014,Volkswagen,Tiguan,202000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,14271,10.3,7.9,2.0,4.0,Other,2
2014,Mercedes-Benz,SL-Class,44890.0,Coupe,Automatic,RWD,white,black,5,2,gasoline,73421,10.8,8.7,5.5,8.0,Inline,2
2021,BMW,4,62000.0,Coupe,Automatic,4X4,black,red,4,2,gasoline,61762,10.8,8.7,2.4,4.0,Inline,1
2011,Maserati,GranTurismo,79048.0,SUV,Automatic,RWD,black,brown,4,2,gasoline,26006,10.8,8.7,2.4,8.0,V-Engine,3
2022,Jeep,Cherokee,22.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,36686,10.8,8.7,3.2,6.0,V-Engine,3
